query	target	index	qName	tName	qNum	tNum	qSize	tSize	total_matches	qPercent	tPercent
Saccharina_latissima	Ectocarpus_siliculosus	5	scaffold_1106	chr_07	1106	7	110851	7722430	1540	0.0138925223949265	0.000199419094766803
Saccharina_latissima	Ectocarpus_siliculosus	5	scaffold_1187	chr_07	1187	7	97590	7722430	4597	0.0471052361922328	0.000595278947170774
Saccharina_latissima	Ectocarpus_siliculosus	5	scaffold_1814	chr_07	1814	7	47280	7722430	4695	0.0993020304568528	0.000607969253201389
Saccharina_latissima	Ectocarpus_siliculosus	5	scaffold_2044	chr_07	2044	7	42979	7722430	1341	0.03120128434817	0.000173650003949534
Saccharina_latissima	Ectocarpus_siliculosus	5	scaffold_2554	chr_07	2554	7	36085	7722430	1563	0.0433143965636691	0.000202397431896437
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_13	chr_22	13	22	5920336	4515851	111475	0.0188291678039895	0.0246852697309987
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_48	chr_22	48	22	3498910	4515851	6263	0.00178998602421897	0.00138689252590486
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_96	chr_22	96	22	1791517	4515851	3260	0.00181968689105378	0.000721901586212654
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_102	chr_22	102	22	1630466	4515851	38853	0.0238293837467325	0.00860369396598781
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_191	chr_22	191	22	967651	4515851	13996	0.0144638924570946	0.0030993050922185
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_212	chr_22	212	22	900715	4515851	39010	0.0433100370261403	0.00863846039207228
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_215	chr_22	215	22	889066	4515851	6794	0.00764172738581838	0.00150447833641987
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_270	chr_22	270	22	699659	4515851	23672	0.03383362466573	0.00524197986160305
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_331	chr_22	331	22	565069	4515851	14033	0.0248341353002908	0.00310749845377981
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_362	chr_22	362	22	515888	4515851	19451	0.0377039202307478	0.00430727231700072
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_516	chr_22	516	22	338518	4515851	21302	0.0629272298666541	0.00471716183727054
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_524	chr_22	524	22	328999	4515851	15282	0.0464499892096936	0.00338407976702509
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_653	chr_22	653	22	249041	4515851	17712	0.0711208194634618	0.00392218432361918
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_720	chr_22	720	22	216171	4515851	16221	0.0750378172835394	0.00359201399691885
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_757	chr_22	757	22	200668	4515851	10684	0.0532421711483645	0.00236588851137914
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_764	chr_22	764	22	198595	4515851	6824	0.034361388756011	0.00151112160255066
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_856	chr_22	856	22	168986	4515851	7967	0.0471459174132768	0.00176423004213381
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_864	chr_22	864	22	167170	4515851	4514	0.0270024525931686	0.00099959011047973
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_901	chr_22	901	22	158086	4515851	8540	0.0540212289513303	0.00189111642523192
Saccharina_latissima	Ectocarpus_siliculosus	26	scaffold_1173	chr_22	1173	22	100718	4515851	12485	0.123959967433825	0.00276470592143098
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_116	chr_04	116	4	1472963	6511851	18790	0.0127566001318431	0.00288550828328228
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_137	chr_04	137	4	1310756	6511851	51010	0.0389164726310618	0.00783341019320006
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_139	chr_04	139	4	1296275	6511851	45861	0.035379066941814	0.00704269799785038
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_218	chr_04	218	4	869034	6511851	25083	0.028863082457073	0.00385190017400582
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_237	chr_04	237	4	805202	6511851	34869	0.0433046614389929	0.00535469868705534
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_303	chr_04	303	4	615560	6511851	5798	0.0094190655663136	0.000890376637917545
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_318	chr_04	318	4	583223	6511851	37173	0.0637371982929343	0.00570851513647963
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_413	chr_04	413	4	439840	6511851	31595	0.0718329392506366	0.00485192305536475
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_452	chr_04	452	4	398576	6511851	13984	0.0350849022520172	0.0021474692833113
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_461	chr_04	461	4	390199	6511851	17067	0.0437392202440293	0.00262091377705049
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_588	chr_04	588	4	287978	6511851	22476	0.0780476286382988	0.00345155317589423
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_599	chr_04	599	4	283129	6511851	20389	0.0720131106315496	0.00313106058477075
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_600	chr_04	600	4	282877	6511851	14502	0.0512660979860505	0.00222701655796485
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_615	chr_04	615	4	273085	6511851	21849	0.0800080560997492	0.00335526718900663
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_639	chr_04	639	4	258240	6511851	32297	0.12506583023544	0.00495972650479871
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_668	chr_04	668	4	244836	6511851	15912	0.0649904425819732	0.00244354485383649
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_669	chr_04	669	4	243717	6511851	13241	0.0543294066478744	0.00203336962101866
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_672	chr_04	672	4	242784	6511851	5985	0.0246515421115065	0.000919093511199811
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_676	chr_04	676	4	237988	6511851	46345	0.19473670941392	0.00711702402281625
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_741	chr_04	741	4	208829	6511851	4059	0.0194369555952478	0.000623325073009195
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_743	chr_04	743	4	208685	6511851	15525	0.0743944222153006	0.00238411474709725
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_796	chr_04	796	4	188056	6511851	1446	0.00768919896201132	0.000222056677893889
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_871	chr_04	871	4	164026	6511851	7838	0.0477851072390962	0.00120365161917863
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_974	chr_04	974	4	139377	6511851	8702	0.0624349785115191	0.00133633278771274
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1081	chr_04	1081	4	114533	6511851	14331	0.125125509678433	0.00220075674335915
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1084	chr_04	1084	4	114017	6511851	7270	0.063762421393301	0.00111642603616084
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1107	chr_04	1107	4	110597	6511851	3882	0.035100409595197	0.000596143861399777
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1109	chr_04	1109	4	110127	6511851	4839	0.0439401781579449	0.000743106683491376
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1220	chr_04	1220	4	92370	6511851	3404	0.0368517917072643	0.00052273923343762
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1344	chr_04	1344	4	74528	6511851	16733	0.224519643623873	0.00256962267717735
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1419	chr_04	1419	4	66729	6511851	4319	0.0647244826087608	0.000663252276503255
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1429	chr_04	1429	4	64931	6511851	6182	0.0952087600683803	0.000949346046154926
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_1528	chr_04	1528	4	57374	6511851	13147	0.229145606023634	0.00201893440129389
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_2850	chr_04	2850	4	33243	6511851	2599	0.0781818728754926	0.000399118468773318
Saccharina_latissima	Ectocarpus_siliculosus	13	scaffold_4073	chr_04	4073	4	21418	6511851	1361	0.0635446820431413	0.000209003553674677
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_9	chr_15	9	15	6854629	5398253	36521	0.00532793240888748	0.00676533685990634
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_80	chr_15	80	15	1952724	5398253	2494	0.00127719022247896	0.000462001317833751
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_122	chr_15	122	15	1427575	5398253	9270	0.00649352923664256	0.0017172222198552
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_142	chr_15	142	15	1268780	5398253	61406	0.0483976733555069	0.0113751615568963
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_146	chr_15	146	15	1216890	5398253	3618	0.00297315287330819	0.000670216827555137
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_147	chr_15	147	15	1215410	5398253	17941	0.0147612739733917	0.00332348261557952
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_174	chr_15	174	15	1047326	5398253	23011	0.0219711913959932	0.00426267535071068
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_181	chr_15	181	15	1018310	5398253	31848	0.0312753483713211	0.00589968643559314
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_294	chr_15	294	15	638876	5398253	17084	0.0267407133778699	0.00316472755167274
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_307	chr_15	307	15	610142	5398253	8200	0.013439494412776	0.00151900994636598
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_353	chr_15	353	15	534619	5398253	46452	0.0868880455053038	0.00860500610104788
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_359	chr_15	359	15	523650	5398253	11579	0.0221120977752315	0.00214495319133801
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_404	chr_15	404	15	443875	5398253	3855	0.00868487749929597	0.000714119919907422
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_417	chr_15	417	15	435918	5398253	9456	0.021692153111365	0.00175167781132155
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_471	chr_15	471	15	382342	5398253	12727	0.033286952518949	0.00235761458382925
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_484	chr_15	484	15	373007	5398253	7472	0.0200317956499476	0.00138415150234715
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_577	chr_15	577	15	293545	5398253	16615	0.056601202541348	0.00307784759254522
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_597	chr_15	597	15	284619	5398253	10055	0.0353279296181913	0.00186263963545243
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_627	chr_15	627	15	264838	5398253	5190	0.0195968856432989	0.00096142214898042
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_766	chr_15	766	15	198343	5398253	20339	0.102544581860716	0.00376770040233387
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_777	chr_15	777	15	192178	5398253	1273	0.00662406727096754	0.000235817031917548
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_782	chr_15	782	15	191466	5398253	9178	0.0479354036748039	0.00170017966923744
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_827	chr_15	827	15	178552	5398253	3517	0.0196973430709261	0.000651507070898678
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_837	chr_15	837	15	175361	5398253	38061	0.217043698427815	0.00705061433763849
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_905	chr_15	905	15	157411	5398253	4010	0.0254747126947926	0.000742832912796047
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_922	chr_15	922	15	152063	5398253	15155	0.0996626398269138	0.00280738972404591
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_1005	chr_15	1005	15	132242	5398253	16648	0.125890413030656	0.00308396068135376
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_1247	chr_15	1247	15	88356	5398253	3119	0.0353003757526371	0.000577779514965305
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_1335	chr_15	1335	15	75706	5398253	6166	0.0814466488785565	0.00114222138162105
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_1482	chr_15	1482	15	59486	5398253	6090	0.102377029889386	0.00112814275284986
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_1658	chr_15	1658	15	50918	5398253	12309	0.241741623787266	0.00228018212558767
Saccharina_latissima	Ectocarpus_siliculosus	19	scaffold_2418	chr_15	2418	15	37431	5398253	10523	0.281130613662472	0.00194933434946454
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_45	chr_06	45	6	3609718	8757758	295876	0.0819665137276652	0.0337844457451325
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_89	chr_06	89	6	1858453	8757758	79123	0.0425746575242957	0.00903461822078208
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_123	chr_06	123	6	1427278	8757758	32246	0.0225926553901903	0.00368199258303324
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_156	chr_06	156	6	1155973	8757758	131571	0.113818402332926	0.0150233655691331
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_192	chr_06	192	6	967295	8757758	102659	0.106129981029572	0.0117220640259756
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_257	chr_06	257	6	734885	8757758	33896	0.0461242235179654	0.00387039696689495
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_267	chr_06	267	6	704167	8757758	78790	0.111891071294167	0.00899659479058453
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_311	chr_06	311	6	594847	8757758	89927	0.151176689131827	0.0102682672894136
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_373	chr_06	373	6	488073	8757758	62388	0.127825140911298	0.00712374103052402
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_446	chr_06	446	6	402228	8757758	42619	0.105957317740187	0.00486642814291055
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_504	chr_06	504	6	350868	8757758	33783	0.0962840726427032	0.0038574941212123
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_517	chr_06	517	6	338484	8757758	22120	0.0653502085770672	0.00252576058849765
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_609	chr_06	609	6	278202	8757758	18912	0.0679793818879807	0.00215945679248045
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_618	chr_06	618	6	271414	8757758	18339	0.0675683641963937	0.00209402908826665
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_624	chr_06	624	6	268113	8757758	8343	0.0311174765863647	0.000952641075489869
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_647	chr_06	647	6	252810	8757758	22446	0.0887860448558206	0.00256298472736972
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_740	chr_06	740	6	209248	8757758	12954	0.0619074017433858	0.00147914569002706
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_750	chr_06	750	6	203948	8757758	19348	0.0948673191205601	0.00220924122360997
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_781	chr_06	781	6	191497	8757758	8828	0.0460999389024371	0.00100802054589771
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_903	chr_06	903	6	157830	8757758	20178	0.127846417030983	0.00230401433791617
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_934	chr_06	934	6	149131	8757758	8328	0.0558435201266001	0.000950928308363853
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_952	chr_06	952	6	145006	8757758	13860	0.0955822517688923	0.0015825968244384
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1001	chr_06	1001	6	132959	8757758	14374	0.108108514654894	0.0016412876446232
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1040	chr_06	1040	6	123706	8757758	12858	0.103939986742761	0.00146818398042056
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1097	chr_06	1097	6	112136	8757758	7064	0.0629949347221231	0.000806599131878273
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1178	chr_06	1178	6	99592	8757758	8447	0.0848160494818861	0.00096451626089691
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1197	chr_06	1197	6	95783	8757758	6410	0.0669221051752399	0.000731922485183993
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1210	chr_06	1210	6	93570	8757758	4742	0.0506786363150582	0.00054146278077106
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1357	chr_06	1357	6	73222	8757758	5025	0.0686269154079375	0.000573776987215221
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1358	chr_06	1358	6	73093	8757758	12099	0.165528846811596	0.00138151796384417
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_1394	chr_06	1394	6	69432	8757758	9355	0.134736144717133	0.00106819576425839
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_2055	chr_06	2055	6	42793	8757758	5008	0.117028485967331	0.00057183585113907
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_2201	chr_06	2201	6	40641	8757758	4683	0.115228463866539	0.000534725896742066
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_2249	chr_06	2249	6	39909	8757758	653	0.0163622240597359	0.0000745624622192118
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_2614	chr_06	2614	6	35469	8757758	7242	0.204178296540641	0.000826923968440325
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_2632	chr_06	2632	6	35242	8757758	2670	0.075761875035469	0.000304872548430774
Saccharina_latissima	Ectocarpus_siliculosus	3	scaffold_3143	chr_06	3143	6	30566	8757758	6715	0.219688542825362	0.000766748750079644
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_71	chr_14	71	14	2242019	6560428	70213	0.0313168621675374	0.0107025029464541
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_79	chr_14	79	14	1978877	6560428	187053	0.0945248239279147	0.0285123165744674
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_97	chr_14	97	14	1746022	6560428	49962	0.0286147597223861	0.00761566166109894
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_151	chr_14	151	14	1192350	6560428	58172	0.0487876881788066	0.00886710440233473
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_157	chr_14	157	14	1155871	6560428	113928	0.0985646322124182	0.0173659401490269
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_178	chr_14	178	14	1027377	6560428	36491	0.0355186070935986	0.00556228953354873
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_266	chr_14	266	14	704496	6560428	30744	0.0436397083872726	0.00468627961468368
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_287	chr_14	287	14	649750	6560428	25706	0.0395629088110812	0.00391834191305811
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_333	chr_14	333	14	561170	6560428	19598	0.0349234634780904	0.00298730509655772
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_357	chr_14	357	14	527344	6560428	6755	0.0128094754088413	0.00102965843082189
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_397	chr_14	397	14	457633	6560428	24943	0.0545043735919394	0.00380203852553522
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_401	chr_14	401	14	445025	6560428	21943	0.0493073422841413	0.00334475128756843
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_430	chr_14	430	14	416786	6560428	41043	0.0984749967609277	0.00625614670262367
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_465	chr_14	465	14	387661	6560428	50102	0.129241785993432	0.00763700173220406
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_501	chr_14	501	14	352467	6560428	11253	0.0319263931091421	0.00171528442961343
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_567	chr_14	567	14	299265	6560428	5437	0.0181678445524869	0.000828756904275148
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_570	chr_14	570	14	297248	6560428	22621	0.0761014371837657	0.00344809820334893
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_572	chr_14	572	14	295995	6560428	72422	0.244673051909661	0.011039218782677
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_629	chr_14	629	14	262976	6560428	5724	0.0217662448284254	0.000872504050040638
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_664	chr_14	664	14	245274	6560428	33857	0.138037460146612	0.00516079133861388
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_745	chr_14	745	14	207911	6560428	7304	0.0351304163800857	0.00111334199536981
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_784	chr_14	784	14	190440	6560428	12758	0.0669922285234194	0.00194469019399344
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_807	chr_14	807	14	185272	6560428	28656	0.154669890755214	0.00436800769705879
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_932	chr_14	932	14	149708	6560428	7240	0.048360809041601	0.00110358653429319
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_955	chr_14	955	14	143597	6560428	15908	0.110782258682284	0.00242484179385857
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_996	chr_14	996	14	133371	6560428	7152	0.0536248509795983	0.00109017277531283
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1017	chr_14	1017	14	128048	6560428	33118	0.258637385980257	0.00504814624899473
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1038	chr_14	1038	14	123751	6560428	5174	0.0418097631534291	0.000788668056413393
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1110	chr_14	1110	14	109945	6560428	4336	0.0394379007685661	0.000660932487941335
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1137	chr_14	1137	14	105859	6560428	3263	0.030824020631217	0.000497376085828547
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1142	chr_14	1142	14	104968	6560428	6769	0.0644863196402713	0.0010317924379324
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1144	chr_14	1144	14	104634	6560428	8576	0.0819618861937802	0.00130723178426773
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1185	chr_14	1185	14	98388	6560428	3873	0.0393645566532504	0.000590357824215127
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1246	chr_14	1246	14	88527	6560428	9830	0.111039569848747	0.00149837784973785
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1292	chr_14	1292	14	80167	6560428	786	0.00980453303728467	0.000119809256347299
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1455	chr_14	1455	14	61750	6560428	3655	0.0591902834008097	0.000557128284922874
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1485	chr_14	1485	14	59286	6560428	1496	0.0252336133319839	0.000228033902666107
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1586	chr_14	1586	14	54235	6560428	4670	0.0861067576288375	0.000711843800434972
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_1734	chr_14	1734	14	48827	6560428	6600	0.135171114342474	0.00100603192352694
Saccharina_latissima	Ectocarpus_siliculosus	10	scaffold_2805	chr_14	2805	14	33663	6560428	6657	0.197754210854648	0.00101472038104831
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_94	chr_18	94	18	1802573	4926557	89328	0.0495558293616958	0.0181319327067565
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_105	chr_18	105	18	1582788	4926557	2480	0.00156685544747623	0.000503394155390874
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_118	chr_18	118	18	1461826	4926557	81334	0.0556386327784565	0.016509298481678
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_152	chr_18	152	18	1191558	4926557	24124	0.0202457622709092	0.00489672605026188
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_172	chr_18	172	18	1060395	4926557	100591	0.0948618203593944	0.0204181135019853
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_182	chr_18	182	18	1017515	4926557	28790	0.0282944231780367	0.00584383779584809
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_245	chr_18	245	18	778135	4926557	31816	0.040887506666581	0.00645805985803067
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_281	chr_18	281	18	666226	4926557	3218	0.00483019275741265	0.000653194512922514
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_309	chr_18	309	18	596175	4926557	7329	0.0122933702352497	0.0014876515180886
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_335	chr_18	335	18	556051	4926557	18968	0.0341119789371838	0.00385015336268311
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_421	chr_18	421	18	430902	4926557	1944	0.00451146664438782	0.000394596063741879
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_545	chr_18	545	18	315996	4926557	8119	0.0256933632071292	0.0016480069143623
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_566	chr_18	566	18	299679	4926557	4408	0.0147090720404166	0.000894742514904425
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_620	chr_18	620	18	270427	4926557	22884	0.084621727860014	0.00464502897256644
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_641	chr_18	641	18	254643	4926557	18596	0.0730277290167018	0.00377464423937448
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_649	chr_18	649	18	249973	4926557	12684	0.0507414800798486	0.0025746175270072
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_700	chr_18	700	18	226838	4926557	5578	0.0245902362038107	0.00113223088660093
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_883	chr_18	883	18	162048	4926557	16671	0.10287692535545	0.00338390482440374
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_892	chr_18	892	18	160295	4926557	20415	0.127358931969182	0.00414386761383254
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_935	chr_18	935	18	148768	4926557	19176	0.128898687889869	0.00389237351765137
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_998	chr_18	998	18	133084	4926557	4317	0.0324381593579995	0.000876271197105808
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_1125	chr_18	1125	18	108242	4926557	5511	0.0509136933907356	0.0011186311251448
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_1190	chr_18	1190	18	97161	4926557	9171	0.0943897242720845	0.00186154346737488
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_1289	chr_18	1289	18	80889	4926557	10344	0.127878945221229	0.0020996407836142
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_1340	chr_18	1340	18	74991	4926557	336	0.00448053766451974	0.0000682017887948927
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_1437	chr_18	1437	18	63872	4926557	10997	0.17217246993988	0.00223218771243284
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_1479	chr_18	1479	18	59748	4926557	4004	0.0670147954743255	0.000812737983139137
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_2409	chr_18	2409	18	37687	4926557	5230	0.138774643776369	0.00106159331963479
Saccharina_latissima	Ectocarpus_siliculosus	23	scaffold_2622	chr_18	2622	18	35391	4926557	12958	0.366138283744455	0.00263023446191732
